customer_key,first_purchase,last_purchase
C007377,2014-02-06 06:36:00,2020-12-17 03:25:00
C008160,2014-03-02 04:17:00,2021-01-04 14:56:00
C007162,2014-02-26 19:21:00,2021-01-19 07:49:00
C002924,2014-03-01 20:13:00,2020-11-12 07:52:00
C000560,2014-03-15 19:11:00,2020-12-06 20:59:00
C006591,2014-02-05 16:59:00,2020-12-16 13:03:00
C005745,2014-02-06 03:48:00,2021-01-16 06:36:00
C002375,2014-02-03 19:25:00,2020-12-28 01:27:00
C003284,2014-02-04 23:47:00,2021-01-17 02:07:00
C004761,2014-02-03 22:37:00,2021-01-17 02:49:00
C007467,2014-02-13 08:23:00,2021-01-19 04:31:00
C007200,2014-03-05 04:00:00,2021-01-13 12:21:00
C008887,2014-01-29 23:24:00,2021-01-15 03:23:00
C006448,2014-01-24 00:08:00,2021-01-14 12:05:00
C003194,2014-03-05 16:16:00,2021-01-22 16:09:00
C003623,2014-02-02 03:37:00,2021-01-22 23:09:00
C003720,2014-02-20 17:59:00,2020-11-16 16:46:00
C005207,2014-03-03 21:54:00,2020-11-19 22:39:00
C005614,2014-03-24 08:08:00,2021-01-01 07:05:00
C008350,2014-05-24 18:23:00,2021-01-01 19:53:00
C006764,2014-03-10 18:24:00,2021-01-22 16:09:00
C000669,2014-03-03 15:11:00,2020-10-27 19:50:00
C009108,2014-02-12 16:18:00,2020-11-14 23:11:00
C004354,2014-01-28 06:11:00,2021-01-10 00:25:00
C008843,2014-02-08 17:17:00,2021-01-22 08:13:00
C004141,2014-01-23 16:32:00,2021-01-23 01:31:00
C005121,2014-01-24 16:32:00,2021-01-19 19:06:00
C001311,2014-02-09 23:42:00,2021-01-19 15:49:00
C002154,2014-01-26 14:18:00,2021-01-18 22:52:00
C002095,2014-01-22 06:33:00,2020-12-31 10:21:00
C003051,2014-02-01 04:32:00,2020-10-01 01:42:00
C006672,2014-02-13 10:52:00,2020-12-12 09:50:00
C002143,2014-01-23 02:19:00,2021-01-21 14:08:00
C003336,2014-01-25 15:58:00,2020-12-28 22:45:00
C006741,2014-01-21 06:50:00,2021-01-21 20:48:00
C003867,2014-02-02 18:30:00,2021-01-12 11:57:00
C004008,2014-02-25 06:23:00,2021-01-20 07:50:00
C007952,2014-02-19 05:43:00,2020-12-09 22:50:00
C001461,2014-01-22 21:19:00,2021-01-07 08:57:00
C000491,2014-03-06 17:34:00,2021-01-06 00:57:00
C003018,2014-03-05 07:05:00,2021-01-05 15:30:00
C007876,2014-01-28 13:41:00,2021-01-03 20:24:00
C007948,2014-01-29 22:07:00,2021-01-16 02:02:00
C005507,2014-01-31 21:23:00,2021-01-09 11:48:00
C002750,2014-03-09 06:01:00,2020-12-21 10:01:00
C006579,2014-01-22 01:26:00,2020-12-29 19:49:00
C004833,2014-02-14 14:02:00,2020-12-01 01:40:00
C007707,2014-02-17 05:05:00,2020-11-25 02:35:00
C004687,2014-03-24 13:03:00,2021-01-21 09:14:00
C000628,2014-02-26 14:50:00,2021-01-04 10:55:00
C002524,2014-01-21 06:51:00,2021-01-10 18:14:00
C008007,2014-02-17 19:26:00,2021-01-19 04:08:00
C008149,2014-01-22 10:03:00,2021-01-14 04:35:00
C005852,2014-02-12 20:17:00,2021-01-08 22:23:00
C000568,2014-01-21 00:23:00,2020-12-23 23:00:00
C000434,2014-02-19 10:40:00,2021-01-12 05:24:00
C006245,2014-01-24 20:09:00,2021-01-09 21:45:00
C006617,2014-02-04 15:57:00,2020-12-29 08:52:00
C002863,2014-02-05 16:36:00,2020-12-28 10:40:00
C008283,2014-01-24 04:29:00,2021-01-21 21:13:00
C002810,2014-01-21 16:51:00,2021-01-10 22:10:00
C004960,2014-01-22 02:28:00,2021-01-18 20:45:00
C007492,2014-01-21 00:23:00,2021-01-08 05:16:00
C000334,2014-02-06 20:41:00,2020-11-24 03:01:00
C008463,2014-01-25 03:31:00,2020-11-11 12:33:00
C006981,2014-02-01 23:04:00,2020-12-05 17:36:00
C007661,2014-02-21 08:16:00,2021-01-05 08:15:00
C005589,2014-03-08 08:31:00,2021-01-05 22:43:00
C003432,2014-01-30 13:10:00,2020-12-03 03:18:00
C003741,2014-02-09 14:21:00,2021-01-19 08:40:00
C006599,2014-01-22 01:47:00,2021-01-03 21:53:00
C008560,2014-01-25 19:35:00,2021-01-04 19:20:00
C005006,2014-01-26 05:37:00,2021-01-06 23:57:00
C005606,2014-02-17 02:59:00,2021-01-08 12:54:00
C003833,2014-01-20 20:30:00,2020-11-30 21:50:00
C000509,2014-04-01 20:07:00,2021-01-16 05:35:00
C003307,2014-03-12 12:32:00,2021-01-15 02:07:00
C001425,2014-02-07 00:42:00,2020-12-24 12:39:00
C005792,2014-05-20 23:42:00,2021-01-20 08:27:00
C007026,2014-02-23 08:15:00,2021-01-02 04:33:00
C004557,2014-01-28 20:45:00,2021-01-14 18:33:00
C001471,2014-02-06 23:02:00,2020-12-30 19:30:00
C007558,2014-04-13 16:41:00,2020-12-19 05:05:00
C001163,2014-01-25 06:28:00,2021-01-20 04:26:00
C003120,2014-02-10 14:27:00,2021-01-18 12:50:00
C001433,2014-02-07 09:16:00,2020-12-06 14:28:00
C004595,2014-01-24 20:09:00,2021-01-19 01:12:00
C005557,2014-07-12 12:02:00,2021-01-18 18:56:00
C004371,2014-01-22 03:00:00,2021-01-16 01:48:00
C002700,2014-06-10 17:05:00,2021-01-17 01:00:00
C003242,2014-01-29 20:31:00,2020-12-29 06:14:00
C006433,2014-03-21 06:45:00,2021-01-09 16:53:00
C001701,2014-01-24 16:32:00,2021-01-10 20:47:00
C001726,2014-03-25 12:19:00,2021-01-08 22:23:00
C009096,2014-01-28 09:56:00,2021-01-06 10:57:00
C004342,2014-02-09 22:04:00,2021-01-08 13:38:00
C005140,2014-02-18 19:10:00,2020-12-31 02:57:00
C002805,2014-02-24 08:36:00,2020-12-16 17:02:00
C007439,2014-02-07 19:17:00,2021-01-19 05:36:00
C002193,2014-01-25 11:19:00,2020-12-26 08:55:00
C009112,2014-02-05 21:55:00,2020-12-16 21:44:00
C003365,2014-03-25 03:18:00,2020-12-29 11:31:00
C006045,2014-02-01 23:04:00,2021-01-09 02:13:00
C001198,2014-01-25 04:58:00,2021-01-09 18:30:00
C004137,2014-02-26 19:35:00,2021-01-06 10:57:00
C003464,2014-02-25 17:55:00,2021-01-10 18:14:00
C001743,2014-03-11 14:56:00,2020-12-14 19:18:00
C000280,2014-02-13 09:22:00,2021-01-19 04:37:00
C001362,2014-02-26 17:09:00,2020-12-22 15:53:00
C000975,2014-02-23 07:13:00,2021-01-21 16:44:00
C008128,2014-03-08 14:54:00,2021-01-16 01:48:00
C005029,2014-02-03 10:26:00,2021-01-18 00:43:00
C007339,2014-02-09 01:01:00,2021-01-21 11:40:00
C003890,2014-01-24 00:08:00,2021-01-18 11:09:00
C000133,2014-03-05 14:49:00,2021-01-20 12:20:00
C008950,2014-02-17 17:34:00,2020-12-12 06:39:00
C007926,2014-01-31 22:31:00,2021-01-21 05:04:00
C002872,2014-02-16 08:32:00,2021-01-13 05:05:00
C008407,2014-02-22 02:02:00,2021-01-21 13:12:00
C001320,2014-02-07 08:35:00,2021-01-16 02:02:00
C004368,2014-02-22 18:53:00,2020-12-20 11:13:00
C002905,2014-01-26 11:55:00,2020-12-28 09:23:00
C006693,2014-02-21 10:43:00,2020-12-30 16:20:00
C008629,2014-02-21 16:16:00,2020-12-19 02:48:00
C006062,2014-01-22 21:19:00,2021-01-17 16:17:00
C003889,2014-01-23 05:06:00,2021-01-17 12:12:00
C007282,2014-02-10 20:59:00,2021-01-04 05:41:00
C000728,2014-01-23 13:42:00,2020-12-31 11:00:00
C004823,2014-03-02 02:13:00,2020-12-26 11:49:00
C001979,2014-02-20 13:33:00,2021-01-09 22:26:00
C006089,2014-03-05 03:34:00,2021-01-14 02:03:00
C000195,2014-01-29 02:16:00,2020-12-30 10:25:00
C006772,2014-01-29 23:33:00,2021-01-19 16:04:00
C007911,2014-02-18 18:27:00,2021-01-12 04:52:00
C002588,2014-02-08 05:56:00,2021-01-21 01:35:00
C003607,2014-03-12 00:33:00,2021-01-12 12:35:00
C002592,2014-03-11 07:49:00,2021-01-22 14:15:00
C000396,2014-01-31 02:19:00,2021-01-10 17:30:00
C002289,2014-02-11 12:54:00,2020-10-29 13:19:00
C006980,2014-01-23 03:07:00,2021-01-22 03:09:00
C005755,2014-03-10 13:07:00,2021-01-15 21:21:00
C007820,2014-01-28 16:45:00,2021-01-04 08:14:00
C002124,2014-01-28 03:51:00,2021-01-22 00:22:00
C004889,2014-02-04 03:22:00,2021-01-21 01:35:00
C004238,2014-01-28 07:17:00,2021-01-02 05:34:00
C008988,2014-02-01 21:59:00,2020-12-24 01:17:00
C008437,2014-01-21 20:43:00,2021-01-01 18:02:00
C003650,2014-02-11 03:28:00,2020-12-30 03:58:00
C004389,2014-01-31 17:54:00,2021-01-22 11:35:00
C002866,2014-01-20 17:09:00,2021-01-12 09:04:00
C008829,2014-01-22 21:28:00,2021-01-20 03:13:00
C003619,2014-02-02 23:15:00,2021-01-18 13:15:00
C000201,2014-01-25 06:47:00,2021-01-13 02:19:00
C001610,2014-02-11 02:16:00,2020-11-23 20:08:00
C004801,2014-02-07 10:16:00,2021-01-18 20:21:00
C005208,2014-02-18 17:14:00,2020-12-05 15:05:00
C007614,2014-02-09 04:13:00,2020-11-29 17:29:00
C007693,2014-02-13 22:26:00,2021-01-05 15:52:00
C003317,2014-01-24 17:50:00,2020-09-21 03:25:00
C004900,2014-02-27 15:47:00,2020-12-05 15:05:00
C002140,2014-02-25 11:20:00,2020-12-11 10:41:00
C002164,2014-03-12 04:32:00,2021-01-09 22:26:00
C008510,2014-02-16 06:52:00,2020-11-09 18:32:00
C005131,2014-02-11 03:28:00,2020-10-05 16:51:00
C003306,2014-01-22 04:37:00,2021-01-11 09:52:00
C006527,2014-02-16 01:50:00,2021-01-10 17:05:00
C003612,2014-02-02 22:15:00,2020-11-14 13:15:00
C004220,2014-02-21 16:16:00,2021-01-22 14:15:00
C002757,2014-03-08 01:13:00,2020-12-28 08:08:00
C005919,2014-02-16 07:22:00,2020-12-18 11:24:00
C005772,2014-02-21 21:16:00,2021-01-15 00:46:00
C000738,2014-02-26 15:21:00,2020-12-16 23:24:00
C007921,2014-02-06 20:33:00,2020-12-22 14:37:00
C006815,2014-02-17 17:53:00,2021-01-11 03:44:00
C001742,2014-02-09 23:42:00,2020-12-15 14:46:00
C001363,2014-02-06 13:52:00,2020-11-05 16:20:00
C007226,2014-03-13 04:40:00,2021-01-22 14:40:00
C006608,2014-02-20 07:28:00,2021-01-17 02:19:00
C006106,2014-02-03 22:37:00,2020-12-28 01:34:00
C004058,2014-03-08 20:08:00,2020-12-25 19:03:00
C003253,2014-02-27 13:04:00,2021-01-22 19:35:00
C002411,2014-01-31 17:25:00,2021-01-15 03:32:00
C006302,2014-01-21 16:51:00,2021-01-21 19:12:00
C004295,2014-02-01 22:08:00,2021-01-13 08:18:00
C005767,2014-02-15 21:44:00,2021-01-02 09:46:00
C003532,2014-02-16 08:11:00,2021-01-10 20:40:00
C000252,2014-01-30 12:06:00,2021-01-15 07:09:00
C008601,2014-02-08 08:54:00,2021-01-13 20:15:00
C004527,2014-01-27 05:10:00,2021-01-04 19:20:00
C004300,2014-02-20 01:09:00,2021-01-17 01:04:00
C003530,2014-01-27 01:18:00,2020-12-18 22:43:00
C000169,2014-02-21 21:00:00,2021-01-14 10:18:00
C007061,2014-03-17 16:49:00,2021-01-03 13:04:00
C008667,2014-01-20 15:25:00,2021-01-03 08:42:00
C002890,2014-01-27 01:18:00,2021-01-17 03:09:00
C004142,2014-02-24 21:50:00,2021-01-20 11:22:00
C000801,2014-01-22 20:53:00,2021-01-21 13:55:00
C007000,2014-03-13 20:05:00,2020-12-05 22:16:00
C007941,2014-02-06 18:26:00,2021-01-15 00:24:00
C001911,2014-01-31 09:53:00,2021-01-03 09:17:00
C003852,2014-02-10 08:18:00,2021-01-08 11:16:00
C000496,2014-03-01 02:22:00,2021-01-15 21:28:00
C003019,2014-02-24 15:29:00,2021-01-09 15:59:00
C000441,2014-01-30 03:53:00,2020-11-23 00:18:00
C008165,2014-03-07 11:55:00,2020-12-30 18:53:00
C001460,2014-03-21 16:18:00,2020-12-19 01:35:00
C005876,2014-01-25 08:47:00,2020-12-25 19:03:00
C004393,2014-03-10 15:25:00,2021-01-08 05:16:00
C000506,2014-01-26 22:56:00,2021-01-07 11:18:00
C008040,2014-02-08 19:51:00,2021-01-17 07:30:00
C004116,2014-02-05 06:40:00,2021-01-15 13:10:00
C005987,2014-02-28 16:49:00,2020-12-12 15:30:00
C003414,2014-02-07 02:26:00,2020-12-19 23:24:00
C004016,2014-07-05 20:45:00,2021-01-22 00:59:00
C003746,2014-02-11 07:24:00,2021-01-22 07:30:00
C006842,2014-02-13 10:31:00,2020-11-12 02:09:00
C004830,2014-01-30 03:23:00,2020-12-15 19:59:00
C008206,2014-01-22 07:20:00,2021-01-20 15:02:00
C008462,2014-01-23 19:29:00,2020-12-24 21:16:00
C000331,2014-01-26 15:51:00,2021-01-04 13:07:00
C001539,2014-02-04 16:07:00,2021-01-16 15:13:00
C000540,2014-01-20 20:22:00,2020-11-20 15:55:00
C007529,2014-02-01 05:21:00,2020-11-21 12:57:00
C007599,2014-03-03 21:54:00,2021-01-09 06:07:00
C008302,2014-01-22 10:31:00,2021-01-02 14:57:00
C002808,2014-02-09 13:44:00,2021-01-08 22:43:00
C006912,2014-01-24 00:08:00,2021-01-21 16:44:00
C002246,2014-03-01 09:19:00,2021-01-06 09:21:00
C004584,2014-03-25 09:44:00,2020-12-21 12:48:00
C003461,2014-01-26 13:15:00,2021-01-17 16:17:00
C003422,2014-02-16 12:29:00,2020-11-18 02:31:00
C007647,2014-02-10 16:45:00,2021-01-09 21:50:00
C001229,2014-02-13 04:14:00,2021-01-04 15:23:00
C003295,2014-02-01 21:59:00,2021-01-21 17:06:00
C000062,2014-02-14 20:05:00,2020-12-25 16:31:00
C004592,2014-02-06 23:07:00,2021-01-14 12:05:00
C008633,2014-02-11 01:26:00,2020-08-30 15:15:00
C000072,2014-01-23 05:16:00,2021-01-06 01:38:00
C000998,2014-01-23 06:13:00,2020-12-31 00:59:00
C008575,2014-01-21 19:35:00,2021-01-07 23:48:00
C005941,2014-01-23 07:28:00,2021-01-17 16:23:00
C008017,2014-01-25 23:51:00,2021-01-22 12:22:00
C006438,2014-01-23 22:29:00,2021-01-19 06:35:00
C001702,2014-03-18 10:09:00,2020-11-27 00:40:00
C003471,2014-01-24 16:32:00,2020-11-04 15:41:00
C004840,2014-02-04 13:27:00,2020-12-15 19:14:00
C001138,2014-01-22 12:52:00,2021-01-16 13:00:00
C003842,2014-02-04 04:51:00,2021-01-05 05:14:00
C000266,2014-02-02 17:15:00,2020-11-28 10:56:00
C006273,2014-02-07 00:02:00,2021-01-19 17:59:00
C007285,2014-01-22 17:31:00,2021-01-10 04:22:00
C004279,2014-01-21 19:43:00,2020-12-06 08:57:00
C004374,2014-02-16 07:54:00,2021-01-07 22:20:00
C001647,2014-01-30 15:12:00,2021-01-12 01:46:00
C009109,2014-02-08 14:29:00,2021-01-03 19:11:00
C006707,2014-03-06 04:47:00,2020-12-01 01:07:00
C003579,2014-02-12 02:26:00,2021-01-03 20:24:00
C004073,2014-02-20 18:32:00,2021-01-01 05:19:00
C005613,2014-02-24 11:01:00,2020-10-17 09:49:00
C005976,2014-01-26 20:24:00,2021-01-20 08:34:00
C003620,2014-02-13 13:16:00,2021-01-10 03:38:00
C001997,2014-02-05 03:20:00,2021-01-14 12:20:00
C003088,2014-01-27 01:02:00,2021-01-16 19:10:00
C006991,2014-02-02 20:40:00,2021-01-19 22:55:00
C008417,2014-02-12 03:25:00,2021-01-22 17:02:00
C007541,2014-01-23 04:25:00,2021-01-14 12:48:00
C007682,2014-01-22 03:32:00,2021-01-09 14:22:00
C001042,2014-01-21 05:08:00,2021-01-12 04:15:00
C005813,2014-02-23 10:18:00,2020-12-14 06:31:00
C006696,2014-01-24 16:32:00,2020-12-28 08:40:00
C005756,2014-02-09 00:09:00,2021-01-04 08:14:00
C006219,2014-02-04 08:17:00,2021-01-07 02:06:00
C002069,2014-01-30 22:38:00,2021-01-06 00:57:00
C001480,2014-01-27 21:07:00,2021-01-15 14:17:00
C002558,2014-02-01 23:04:00,2021-01-02 16:07:00
C009065,2014-01-24 05:54:00,2020-12-30 18:41:00
C008918,2014-03-30 01:39:00,2020-12-30 19:39:00
C002393,2014-01-22 03:07:00,2020-12-28 02:17:00
C005295,2014-02-14 15:03:00,2020-12-30 06:20:00
C006931,2014-01-23 11:47:00,2021-01-03 02:12:00
C009055,2014-01-27 15:49:00,2020-11-03 00:41:00
C001375,2014-02-12 20:04:00,2021-01-10 10:32:00
C007370,2014-01-25 04:29:00,2021-01-07 13:55:00
C001298,2014-03-03 04:09:00,2021-01-09 18:42:00
C007255,2014-04-02 11:55:00,2020-12-26 00:17:00
C005288,2014-02-25 02:34:00,2021-01-21 06:58:00
C002931,2014-02-26 12:33:00,2021-01-19 16:38:00
C001444,2014-03-11 19:40:00,2020-12-23 23:35:00
C002074,2014-02-24 15:25:00,2020-12-14 20:52:00
C006903,2014-02-03 04:05:00,2021-01-10 10:48:00
C000192,2014-01-23 19:29:00,2021-01-08 12:44:00
C007892,2014-03-02 15:34:00,2021-01-12 14:29:00
C002448,2014-02-15 13:36:00,2021-01-22 17:02:00
C003485,2014-02-11 19:05:00,2020-12-28 16:18:00
C000788,2014-01-28 13:49:00,2020-09-24 23:27:00
C007365,2014-01-30 03:23:00,2021-01-15 02:07:00
C005832,2014-03-01 20:59:00,2021-01-19 04:37:00
C000896,2014-01-23 05:16:00,2021-01-11 09:06:00
C003886,2014-01-28 04:05:00,2021-01-04 08:16:00
C003186,2014-02-15 11:42:00,2021-01-01 03:24:00
C006476,2014-06-05 06:32:00,2021-01-08 06:18:00
C005505,2014-01-28 12:21:00,2021-01-20 23:00:00
C006056,2014-02-23 00:26:00,2021-01-03 20:55:00
C007674,2014-01-29 02:16:00,2020-12-01 20:52:00
C005170,2014-02-08 05:24:00,2020-11-13 06:20:00
C003734,2014-01-22 21:28:00,2021-01-04 05:08:00
C003719,2014-01-22 10:16:00,2021-01-19 23:21:00
C001285,2014-02-23 19:42:00,2020-12-23 23:20:00
C002043,2014-02-17 02:59:00,2020-12-15 14:01:00
C008226,2014-01-22 12:31:00,2020-12-25 06:11:00
C003710,2014-02-09 02:54:00,2021-01-09 20:00:00
C002455,2014-03-27 16:02:00,2021-01-06 03:30:00
C005658,2014-01-25 09:17:00,2020-11-27 12:07:00
C003053,2014-01-29 23:33:00,2021-01-07 23:48:00
C001657,2014-03-01 16:08:00,2021-01-19 16:38:00
C005278,2014-02-24 18:36:00,2020-10-19 10:30:00
C008698,2014-01-30 19:18:00,2020-12-29 03:52:00
C007620,2014-01-26 08:19:00,2021-01-08 01:26:00
C008344,2014-01-25 20:18:00,2021-01-18 11:35:00
C001594,2014-02-08 11:38:00,2021-01-10 05:45:00
C006311,2014-02-07 15:45:00,2021-01-16 19:01:00
C007333,2014-01-24 05:33:00,2021-01-19 04:08:00
C002214,2014-01-24 22:14:00,2020-11-23 06:03:00
C006160,2014-02-25 07:21:00,2021-01-16 09:36:00
C006720,2014-01-23 07:28:00,2021-01-17 19:18:00
C005600,2014-02-02 20:40:00,2020-11-29 03:23:00
C007427,2014-01-29 16:42:00,2021-01-17 14:56:00
C002623,2014-02-14 08:05:00,2021-01-10 17:30:00
C001524,2014-02-12 02:26:00,2021-01-04 21:44:00
C004416,2014-03-24 21:40:00,2021-01-07 16:23:00
C008871,2014-02-25 00:59:00,2021-01-19 00:21:00
C008841,2014-02-04 20:31:00,2021-01-05 14:36:00
C001055,2014-01-26 10:17:00,2021-01-09 03:25:00
C003801,2014-01-26 22:56:00,2020-11-18 10:04:00
C003342,2014-01-24 07:09:00,2021-01-07 14:09:00
C005802,2014-01-25 03:14:00,2020-12-12 21:32:00
C006534,2014-01-25 08:47:00,2020-12-30 08:32:00
C003771,2014-02-06 23:46:00,2020-12-20 20:34:00
C003430,2014-02-03 19:47:00,2021-01-15 21:21:00
C002989,2014-03-20 15:14:00,2020-12-31 16:36:00
C008236,2014-01-25 11:47:00,2020-12-25 09:55:00
C006091,2014-01-28 02:39:00,2021-01-20 04:33:00
C006746,2014-02-26 02:59:00,2020-12-25 18:56:00
C004499,2014-01-20 14:07:00,2020-09-30 08:23:00
C008581,2014-02-07 08:07:00,2021-01-17 02:19:00
C004406,2014-02-12 20:17:00,2020-11-12 11:54:00
C003646,2014-02-22 22:17:00,2021-01-22 16:36:00
C007451,2014-01-31 18:20:00,2021-01-15 07:33:00
C007860,2014-01-22 04:37:00,2021-01-19 16:04:00
C006297,2014-01-22 11:54:00,2020-12-24 05:04:00
C000791,2014-03-18 12:01:00,2020-12-21 06:28:00
C002897,2014-06-15 13:57:00,2021-01-10 04:22:00
C002679,2014-01-23 05:06:00,2021-01-06 18:24:00
C003126,2014-02-12 20:04:00,2021-01-08 12:04:00
C008835,2014-02-16 00:46:00,2021-01-09 18:02:00
C005249,2014-02-08 09:28:00,2021-01-20 06:57:00
C001169,2014-02-25 12:10:00,2021-01-07 22:31:00
C001867,2014-02-07 18:51:00,2021-01-16 05:35:00
C000765,2014-02-03 19:45:00,2021-01-19 13:37:00
C007057,2014-01-31 03:22:00,2021-01-14 20:37:00
C002505,2014-01-25 19:10:00,2021-01-09 19:34:00
C006154,2014-02-08 15:11:00,2020-12-12 21:18:00
C005463,2014-02-12 01:03:00,2020-10-07 14:29:00
C003240,2014-01-23 23:44:00,2020-12-22 17:05:00
C007639,2014-01-23 06:13:00,2021-01-14 03:56:00
C000535,2014-02-27 23:41:00,2021-01-21 07:33:00
C000464,2014-03-13 04:31:00,2021-01-19 14:22:00
C003848,2014-01-24 02:09:00,2020-12-30 16:19:00
C003329,2014-03-02 11:57:00,2021-01-11 13:27:00
C003727,2014-02-13 08:28:00,2021-01-21 21:04:00
C004864,2014-01-22 03:14:00,2021-01-10 09:50:00
C000087,2014-01-23 13:28:00,2020-12-15 14:14:00
C000011,2014-03-08 02:58:00,2021-01-01 11:59:00
C008881,2014-02-07 15:45:00,2021-01-19 02:28:00
C004322,2014-02-06 23:02:00,2020-10-10 14:17:00
C005839,2014-01-24 23:54:00,2021-01-15 07:33:00
C008893,2014-03-16 22:15:00,2021-01-17 01:04:00
C001839,2014-02-09 12:18:00,2020-12-19 11:08:00
C005640,2014-03-08 02:32:00,2021-01-05 20:11:00
C000976,2014-02-27 05:08:00,2020-09-29 07:41:00
C004173,2014-01-26 16:48:00,2021-01-09 06:07:00
C005622,2014-01-31 03:22:00,2021-01-17 07:10:00
C000817,2014-01-27 22:32:00,2021-01-15 04:26:00
C004479,2014-01-25 04:58:00,2021-01-02 14:57:00
C000965,2014-02-21 04:37:00,2020-12-14 16:02:00
C000211,2014-02-20 02:09:00,2021-01-21 13:55:00
C001958,2014-01-27 12:36:00,2020-12-31 02:57:00
C006023,2014-01-30 07:39:00,2021-01-09 18:30:00
C000254,2014-02-22 19:31:00,2020-12-18 07:36:00
C003976,2014-02-17 20:54:00,2020-12-29 02:35:00
C007740,2014-01-23 16:04:00,2021-01-18 20:21:00
C001388,2014-01-24 00:21:00,2021-01-21 23:15:00
C009145,2014-03-16 16:35:00,2021-01-05 03:50:00
C006885,2014-02-14 12:09:00,2021-01-22 03:14:00
C006255,2014-01-20 18:15:00,2020-12-18 07:12:00
C003356,2014-02-05 23:43:00,2021-01-15 11:47:00
C008177,2014-02-14 03:35:00,2020-12-03 14:58:00
C002616,2014-02-14 00:32:00,2020-12-22 20:54:00
C006005,2014-01-26 18:15:00,2020-12-31 00:22:00
C005021,2014-02-21 06:14:00,2021-01-06 05:30:00
C001644,2014-02-02 02:43:00,2021-01-16 23:01:00
C008443,2014-03-11 06:52:00,2021-01-20 05:23:00
C001404,2014-03-20 07:05:00,2021-01-07 03:12:00
C002205,2014-02-05 06:08:00,2020-12-23 22:48:00
C001070,2014-01-22 17:31:00,2020-11-10 07:40:00
C007248,2014-01-28 06:11:00,2020-12-20 14:51:00
C007343,2014-02-04 17:45:00,2021-01-09 01:12:00
C006132,2014-03-05 15:35:00,2021-01-16 10:44:00
C008080,2014-01-25 06:45:00,2021-01-09 06:17:00
C002538,2014-02-06 19:19:00,2020-12-23 05:10:00
C002482,2014-05-11 03:15:00,2020-12-19 15:33:00
C004328,2014-01-22 06:33:00,2021-01-21 18:29:00
C007813,2014-01-31 02:19:00,2020-12-12 08:17:00
C006123,2014-02-03 21:15:00,2021-01-02 08:42:00
C004924,2014-01-21 05:46:00,2021-01-22 12:22:00
C006660,2014-01-27 12:36:00,2020-12-22 15:48:00
C000154,2014-02-01 05:17:00,2020-12-28 02:37:00
C008274,2014-02-22 02:02:00,2020-11-26 07:58:00
C006289,2014-02-07 09:16:00,2021-01-22 01:35:00
C007759,2014-02-19 21:22:00,2021-01-18 13:15:00
C005225,2014-04-05 23:57:00,2020-12-24 21:11:00
C006857,2014-02-04 11:25:00,2020-12-13 18:36:00
C007010,2014-01-28 22:51:00,2020-12-12 04:40:00
C004999,2014-02-02 18:37:00,2021-01-15 11:15:00
C004338,2014-03-22 20:09:00,2020-12-03 09:11:00
C001809,2014-03-24 14:13:00,2020-12-27 08:20:00
C004236,2014-01-26 07:34:00,2021-01-19 23:40:00
C001780,2014-01-22 09:37:00,2020-10-29 22:53:00
C001156,2014-02-01 22:15:00,2021-01-17 11:18:00
C008756,2014-01-30 05:52:00,2021-01-20 23:10:00
C004244,2014-02-06 23:02:00,2021-01-09 06:07:00
C003162,2014-01-21 02:18:00,2021-01-21 01:22:00
C008766,2014-01-26 03:21:00,2021-01-10 02:43:00
C003452,2014-03-05 15:48:00,2020-12-10 16:19:00
C005058,2014-01-21 05:56:00,2021-01-05 03:57:00
C007231,2014-03-03 18:44:00,2020-12-05 06:10:00
C000854,2014-02-10 19:53:00,2020-11-25 13:01:00
C001399,2014-01-22 08:48:00,2021-01-22 09:59:00
C008113,2014-02-16 18:34:00,2021-01-01 05:19:00
C003442,2014-02-17 05:44:00,2021-01-18 17:46:00
C004097,2014-02-15 09:05:00,2020-12-02 10:33:00
C000861,2014-02-06 15:41:00,2020-12-29 15:05:00
C004166,2014-01-24 00:01:00,2020-12-13 12:24:00
C001724,2014-02-17 14:53:00,2021-01-19 18:02:00
C005356,2014-02-01 05:17:00,2020-12-16 07:42:00
C007807,2014-02-27 16:31:00,2021-01-06 15:17:00
C001827,2014-02-12 08:54:00,2021-01-15 03:23:00
C006769,2014-03-01 01:32:00,2020-12-04 10:58:00
C003538,2014-02-18 06:44:00,2021-01-17 20:54:00
C007205,2014-01-22 21:27:00,2020-12-30 14:27:00
C005619,2014-02-20 18:53:00,2021-01-03 02:55:00
C008584,2014-02-11 16:54:00,2021-01-13 10:31:00
C006679,2014-04-05 07:40:00,2021-01-19 07:49:00
C001294,2014-02-10 05:29:00,2020-12-27 15:04:00
C006531,2014-01-26 15:57:00,2020-10-06 22:41:00
C000668,2014-01-26 03:40:00,2020-12-13 12:53:00
C009103,2014-04-06 02:19:00,2021-01-22 19:35:00
C003073,2014-01-21 16:51:00,2020-12-10 01:18:00
C005858,2014-02-07 13:58:00,2021-01-19 12:17:00
C007873,2014-01-22 01:13:00,2021-01-19 16:38:00
C005540,2014-01-26 09:18:00,2021-01-10 00:43:00
C002606,2014-02-03 17:22:00,2021-01-15 16:33:00
C003147,2014-01-25 19:10:00,2020-12-04 00:49:00
C003118,2014-02-07 16:30:00,2020-11-20 19:46:00
C004766,2014-02-28 22:21:00,2021-01-21 05:01:00
C005742,2014-01-23 16:35:00,2020-12-24 09:56:00
